ID,METHOD_SIG,RATING,SOURCE,CONFIDENCE,LAST_UPDATED
10273,"String android.content.IntentFilter.getDataType (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.903324608,"2013-09-17 02:57:55"
10274,"void android.content.IntentFilter.addDataScheme (String)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:55"
10275,"String android.content.IntentFilter.getDataScheme (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033243418,"2013-09-17 02:57:55"
10276,"boolean android.content.IntentFilter.hasDataScheme (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.900842868,"2013-09-17 02:57:55"
10277,"AuthorityEntry android.content.IntentFilter.getDataAuthority (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033032836,"2013-09-17 02:57:55"
10278,"boolean android.content.IntentFilter.hasDataAuthority (Uri)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-17 02:57:56"
10279,"Iterator android.content.IntentFilter.authoritiesIterator ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032624902,"2013-09-17 02:57:56"
10280,"boolean android.content.IntentFilter.hasDataPath (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.900842868,"2013-09-17 02:57:56"
10281,"int android.content.IntentFilter.matchDataAuthority (Uri)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-17 02:57:56"
10282,"int android.content.IntentFilter.matchData (String, String, Uri)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-17 02:57:56"
10283,"void android.content.IntentFilter.addCategory (String)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:56"
10284,"int android.content.IntentFilter.countCategories ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032344311,"2013-09-17 02:57:56"
10285,"String android.content.IntentFilter.getCategory (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245834,"2013-09-17 02:57:56"
10286,"boolean android.content.IntentFilter.hasCategory (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.900842868,"2013-09-17 02:57:56"
10287,"String android.content.IntentFilter.matchCategories (Set)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246066,"2013-09-17 02:57:56"
10288,"int android.content.IntentFilter.match (ContentResolver, Intent, boolean, String)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-17 02:57:56"
10289,"int android.content.IntentFilter.match (String, String, String, Uri, Set, String)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-17 02:57:56"
10290,"int android.content.IntentFilter.describeContents ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:57:56"
10291,"boolean android.content.IntentFilter.debugCheck ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:56"
10292,"boolean android.content.IntentFilter.findMimeType (String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:56"
10293,"void android.content.IntentFilter$MalformedMimeTypeException.<init> ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240578,"2013-09-17 02:57:56"
10294,"void android.content.IntentFilter$MalformedMimeTypeException.<init> (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9031315432,"2013-09-17 02:57:56"
10295,"void android.content.IntentFilter$AuthorityEntry.<init> (String, String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240578,"2013-09-17 02:57:56"
10296,"void android.content.IntentFilter$AuthorityEntry.<init> (Parcel)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240578,"2013-09-17 02:57:56"
10297,"void android.content.IntentFilter$AuthorityEntry.writeToParcel (Parcel)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033240578,"2013-09-17 02:57:56"
10298,"String android.content.IntentFilter$AuthorityEntry.getHost ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:57:56"
10299,"int android.content.IntentFilter$AuthorityEntry.getPort ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:57:56"
10300,"int android.content.IntentFilter$AuthorityEntry.match (Uri)","@DSModeled(DSC.SPEC)","SPECTRE",0.99,"2013-09-17 02:57:56"
10301,"IntentFilter android.content.IntentFilter$1.createFromParcel (Parcel)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9001173504,"2013-09-17 02:57:57"
10302,"IntentFilter[] android.content.IntentFilter$1.newArray (int)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:57:57"
10303,"void android.content.res.AssetManager.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10304,"void android.content.res.AssetManager.<init> (boolean)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10305,"void android.content.res.AssetManager.ensureSystemAssets ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10306,"AssetManager android.content.res.AssetManager.getSystem ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10307,"CharSequence android.content.res.AssetManager.getResourceText (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033226688,"2013-09-17 02:57:57"
10308,"CharSequence android.content.res.AssetManager.getResourceBagText (int, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9028568665,"2013-09-17 02:57:57"
10309,"CharSequence[] android.content.res.AssetManager.getResourceTextArray (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-17 02:57:57"
10310,"boolean android.content.res.AssetManager.getThemeValue (int, int, TypedValue, boolean)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032613909,"2013-09-17 02:57:57"
10311,"InputStream android.content.res.AssetManager.open (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-17 02:57:57"
10312,"InputStream android.content.res.AssetManager.open (String, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-17 02:57:57"
10313,"AssetFileDescriptor android.content.res.AssetManager.openFd (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9021564516,"2013-09-17 02:57:57"
10314,"String[] android.content.res.AssetManager.list (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9029703028,"2013-09-17 02:57:57"
10315,"InputStream android.content.res.AssetManager.openNonAsset (String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10316,"InputStream android.content.res.AssetManager.openNonAsset (String, int)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10317,"InputStream android.content.res.AssetManager.openNonAsset (int, String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10318,"InputStream android.content.res.AssetManager.openNonAsset (int, String, int)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:57"
10319,"AssetFileDescriptor android.content.res.AssetManager.openNonAssetFd (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9021564516,"2013-09-17 02:57:58"
10320,"AssetFileDescriptor android.content.res.AssetManager.openNonAssetFd (int, String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9021564516,"2013-09-17 02:57:58"
10321,"XmlBlock android.content.res.AssetManager.openXmlBlockAsset (String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:58"
10322,"XmlBlock android.content.res.AssetManager.openXmlBlockAsset (int, String)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:58"
10323,"void android.content.res.AssetManager.xmlBlockGone (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9016255727,"2013-09-17 02:57:58"
10324,"int android.content.res.AssetManager.createTheme ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.90333411,"2013-09-17 02:57:58"
10325,"int android.content.res.AssetManager.addAssetPath (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.90333411,"2013-09-17 02:57:58"
10326,"int[] android.content.res.AssetManager.addAssetPaths (String[])","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:58"
10327,"boolean android.content.res.AssetManager.isUpToDate ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.903098019,"2013-09-17 02:57:58"
10328,"void android.content.res.AssetManager.setLocale (String)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10329,"String[] android.content.res.AssetManager.getLocales ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10330,"void android.content.res.AssetManager.setConfiguration (int, int, String, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10331,"int android.content.res.AssetManager.getResourceIdentifier (String, String, String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9013872367,"2013-09-17 02:57:58"
10332,"String android.content.res.AssetManager.getResourceName (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9019930169,"2013-09-17 02:57:58"
10333,"String android.content.res.AssetManager.getResourcePackageName (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9016768175,"2013-09-17 02:57:58"
10334,"String android.content.res.AssetManager.getResourceTypeName (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9018270654,"2013-09-17 02:57:58"
10335,"String android.content.res.AssetManager.getResourceEntryName (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9006272732,"2013-09-17 02:57:58"
10336,"int android.content.res.AssetManager.openAsset (String, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10337,"ParcelFileDescriptor android.content.res.AssetManager.openAssetFd (String, long[])","@DSModeled(DSC.SAFE)","PSYCHIC",0.9029917319,"2013-09-17 02:57:58"
10338,"int android.content.res.AssetManager.openNonAssetNative (int, String, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10339,"ParcelFileDescriptor android.content.res.AssetManager.openNonAssetFdNative (int, String, long[])","@DSModeled(DSC.SAFE)","PSYCHIC",0.9029917319,"2013-09-17 02:57:58"
10340,"void android.content.res.AssetManager.destroyAsset (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10341,"int android.content.res.AssetManager.readAssetChar (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10342,"int android.content.res.AssetManager.readAsset (int, byte[], int, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10343,"long android.content.res.AssetManager.seekAsset (int, long, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:58"
10344,"long android.content.res.AssetManager.getAssetLength (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033203324,"2013-09-17 02:57:59"
10345,"long android.content.res.AssetManager.getAssetRemainingLength (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10346,"int android.content.res.AssetManager.loadResourceValue (int, short, TypedValue, boolean)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9031018051,"2013-09-17 02:57:59"
10347,"int android.content.res.AssetManager.loadResourceBagValue (int, int, TypedValue, boolean)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9031065331,"2013-09-17 02:57:59"
10348,"boolean android.content.res.AssetManager.applyStyle (int, int, int, int, int[], int[], int[])","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10349,"boolean android.content.res.AssetManager.retrieveAttributes (int, int[], int[], int[])","@DSModeled(DSC.SAFE)","PSYCHIC",0.9028216477,"2013-09-17 02:57:59"
10350,"int android.content.res.AssetManager.getArraySize (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10351,"int android.content.res.AssetManager.retrieveArray (int, int[])","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10352,"int android.content.res.AssetManager.getStringBlockCount ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10353,"int android.content.res.AssetManager.getNativeStringBlock (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10354,"String android.content.res.AssetManager.getCookieName (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10355,"int android.content.res.AssetManager.getGlobalAssetCount ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9001909623,"2013-09-17 02:57:59"
10356,"String android.content.res.AssetManager.getAssetAllocations ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.903324599,"2013-09-17 02:57:59"
10357,"int android.content.res.AssetManager.getGlobalAssetManagerCount ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10358,"int android.content.res.AssetManager.newTheme ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10359,"void android.content.res.AssetManager.deleteTheme (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10360,"void android.content.res.AssetManager.applyThemeStyle (int, int, boolean)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9027166246,"2013-09-17 02:57:59"
10361,"void android.content.res.AssetManager.copyTheme (int, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10362,"int android.content.res.AssetManager.loadThemeAttributeValue (int, int, TypedValue, boolean)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9026814012,"2013-09-17 02:57:59"
10363,"void android.content.res.AssetManager.dumpTheme (int, int, String, String)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10364,"int android.content.res.AssetManager.openXmlAssetNative (int, String)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10365,"String[] android.content.res.AssetManager.getArrayStringResource (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033235224,"2013-09-17 02:57:59"
10366,"int[] android.content.res.AssetManager.getArrayStringInfo (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10367,"int[] android.content.res.AssetManager.getArrayIntResource (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10368,"void android.content.res.AssetManager.init ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10369,"void android.content.res.AssetManager.destroy ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:57:59"
10370,"void android.content.res.AssetManager.incRefsLocked (int)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:59"
10371,"void android.content.res.AssetManager.decRefsLocked (int)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:57:59"
10372,"int android.content.res.AssetManager$AssetInputStream.getAssetInt ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:00"
10373,"int android.content.res.AssetManager$AssetInputStream.read ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9029075141,"2013-09-17 02:58:00"
10374,"boolean android.content.res.AssetManager$AssetInputStream.markSupported ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:00"
10375,"int android.content.res.AssetManager$AssetInputStream.available ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:00"
10376,"void android.content.res.AssetManager$AssetInputStream.close ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:00"
10377,"void android.content.res.AssetManager$AssetInputStream.reset ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9275788275,"2013-09-17 02:58:00"
10378,"int android.content.res.AssetManager$AssetInputStream.read (byte[])","@DSModeled(DSC.SAFE)","PSYCHIC",0.90329847,"2013-09-17 02:58:00"
10379,"int android.content.res.AssetManager$AssetInputStream.read (byte[], int, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033197989,"2013-09-17 02:58:00"
10380,"long android.content.res.AssetManager$AssetInputStream.skip (long)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032831095,"2013-09-17 02:58:00"
10381,"void android.content.res.AssetManager$AssetInputStream.finalize ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9030312768,"2013-09-17 02:58:00"
10382,"void android.net.LocalSocketImpl.<init> ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032126202,"2013-09-17 02:58:00"
10383,"void android.net.LocalSocketImpl.<init> (FileDescriptor)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032126202,"2013-09-17 02:58:00"
10384,"int android.net.LocalSocketImpl.available_native (FileDescriptor)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245755,"2013-09-17 02:58:00"
10385,"void android.net.LocalSocketImpl.close_native (FileDescriptor)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10386,"int android.net.LocalSocketImpl.read_native (FileDescriptor)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10387,"int android.net.LocalSocketImpl.readba_native (byte[], int, int, FileDescriptor)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10388,"void android.net.LocalSocketImpl.writeba_native (byte[], int, int, FileDescriptor)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10389,"void android.net.LocalSocketImpl.write_native (int, FileDescriptor)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10390,"void android.net.LocalSocketImpl.connectLocal (FileDescriptor, String, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10391,"void android.net.LocalSocketImpl.bindLocal (FileDescriptor, String, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10392,"FileDescriptor android.net.LocalSocketImpl.create_native (boolean)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9026964701,"2013-09-17 02:58:00"
10393,"void android.net.LocalSocketImpl.listen_native (FileDescriptor, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10394,"void android.net.LocalSocketImpl.shutdown (FileDescriptor, boolean)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10395,"Credentials android.net.LocalSocketImpl.getPeerCredentials_native (FileDescriptor)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10396,"int android.net.LocalSocketImpl.getOption_native (FileDescriptor, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10397,"void android.net.LocalSocketImpl.setOption_native (FileDescriptor, int, int, int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:00"
10398,"FileDescriptor android.net.LocalSocketImpl.accept (FileDescriptor, LocalSocketImpl)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9026964701,"2013-09-17 02:58:01"
10399,"String android.net.LocalSocketImpl.toString ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246162,"2013-09-17 02:58:01"
10400,"void android.net.LocalSocketImpl.bind (LocalSocketAddress)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032126202,"2013-09-17 02:58:01"
10401,"void android.net.LocalSocketImpl.accept (LocalSocketImpl)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032126202,"2013-09-17 02:58:01"
10402,"InputStream android.net.LocalSocketImpl.getInputStream ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033175254,"2013-09-17 02:58:01"
10403,"OutputStream android.net.LocalSocketImpl.getOutputStream ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9030418477,"2013-09-17 02:58:01"
10404,"int android.net.LocalSocketImpl.available ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245915,"2013-09-17 02:58:01"
10405,"FileDescriptor android.net.LocalSocketImpl.getFileDescriptor ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:01"
10406,"boolean android.net.LocalSocketImpl.supportsUrgentData ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:01"
10407,"void android.net.LocalSocketImpl.setFileDescriptorsForSend (FileDescriptor[])","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:01"
10408,"FileDescriptor[] android.net.LocalSocketImpl.getAncillaryFileDescriptors ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:01"
10409,"LocalSocketAddress android.net.LocalSocketImpl.getSockAddress ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:01"
10410,"int android.net.LocalSocketImpl$SocketInputStream.available ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9023738973,"2013-09-17 02:58:01"
10411,"void android.net.LocalSocketImpl$SocketInputStream.close ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:01"
10412,"int android.net.LocalSocketImpl$SocketInputStream.read ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033239391,"2013-09-17 02:58:02"
10413,"int android.net.LocalSocketImpl$SocketInputStream.read (byte[])","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033229157,"2013-09-17 02:58:02"
10414,"int android.net.LocalSocketImpl$SocketInputStream.read (byte[], int, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033245706,"2013-09-17 02:58:02"
10415,"void android.net.LocalSocketImpl$SocketOutputStream.close ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033127462,"2013-09-17 02:58:02"
10416,"void android.net.LocalSocketImpl$SocketOutputStream.write (byte[])","@DSModeled(DSC.SAFE)","PSYCHIC",0.9032897904,"2013-09-17 02:58:02"
10417,"void android.net.LocalSocketImpl$SocketOutputStream.write (byte[], int, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033211408,"2013-09-17 02:58:02"
10418,"void android.net.LocalSocketImpl$SocketOutputStream.write (int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033226777,"2013-09-17 02:58:02"
10493,"void android.os.Handler.<init> ()","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:06"
10494,"void android.os.Handler.<init> (Callback)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:06"
10495,"void android.os.Handler.<init> (Looper)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:06"
10496,"void android.os.Handler.<init> (Looper, Callback)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:06"
10497,"void android.os.Handler.handleMessage (Message)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:06"
10498,"Message android.os.Handler.obtainMessage ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:06"
10499,"Message android.os.Handler.obtainMessage (int)","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:06"
10500,"Message android.os.Handler.obtainMessage (int, Object)","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:06"
10501,"Message android.os.Handler.obtainMessage (int, int, int)","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:06"
10502,"Message android.os.Handler.obtainMessage (int, int, int, Object)","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:06"
10503,"boolean android.os.Handler.post (Runnable)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:06"
10504,"boolean android.os.Handler.postAtTime (Runnable, long)","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:06"
10505,"void android.os.Handler.removeCallbacks (Runnable)","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:07"
10506,"boolean android.os.Handler.sendMessage (Message)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:07"
10507,"boolean android.os.Handler.sendEmptyMessage (int)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:07"
10508,"boolean android.os.Handler.sendEmptyMessageDelayed (int, long)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:07"
10509,"boolean android.os.Handler.sendEmptyMessageAtTime (int, long)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:08"
10510,"boolean android.os.Handler.sendMessageDelayed (Message, long)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:08"
10511,"boolean android.os.Handler.sendMessageAtTime (Message, long)","@DSModeled(DSC.SAFE)","FILE",1.0,"2013-09-17 02:58:08"
10512,"void android.os.Handler.removeMessages (int)","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:08"
10513,"Looper android.os.Handler.getLooper ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:08"
10514,"Message android.os.Handler.getPostMessage (Runnable)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:58:08"
10515,"Message android.os.Handler.getPostMessage (Runnable, Object)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:58:08"
10516,"void android.os.Handler.handleCallback (Message)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:58:08"
10517,"void android.os.HandlerThread.<init> (String)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9030653346,"2013-09-17 02:58:09"
10518,"void android.os.HandlerThread.<init> (String, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.9030653346,"2013-09-17 02:58:09"
10519,"void android.os.HandlerThread.onLooperPrepared ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:09"
10520,"void android.os.HandlerThread.run ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9030653346,"2013-09-17 02:58:09"
10521,"Looper android.os.HandlerThread.getLooper ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:09"
10522,"boolean android.os.HandlerThread.quit ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-17 02:58:09"
10523,"int android.os.HandlerThread.getThreadId ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:09"
10524,"void android.os.Looper.<init> ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:58:09"
10525,"void android.os.Looper.prepare ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:09"
10526,"void android.os.Looper.setMainLooper (Looper)","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:58:09"
10527,"Looper android.os.Looper.getMainLooper ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:09"
10528,"void android.os.Looper.loop ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:09"
10529,"Looper android.os.Looper.myLooper ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9010004341,"2013-09-17 02:58:09"
10530,"void android.os.Looper.setMessageLogging (Printer)","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:09"
10531,"MessageQueue android.os.Looper.myQueue ()","@DSModeled(DSC.SAFE)","PSYCHIC",0.9033246178,"2013-09-17 02:58:09"
10532,"void android.os.Looper.quit ()","@DSModeled(DSC.SAFE)","MODELER",1.0,"2013-09-17 02:58:10"
10533,"Thread android.os.Looper.getThread ()","@DSModeled(DSC.SAFE)","SPECTRE",0.99,"2013-09-17 02:58:10"
10534,"MessageQueue android.os.Looper.getQueue ()","@DSModeled(DSC.BAN)","SPECTRE",0.99,"2013-09-17 02:58:10"
10535,"void android.os.MemoryFile.<init> (String, int)","@DSModeled(DSC.SAFE)","PSYCHIC",0.902659534,"2013-09-17 02:58:10"
